cellid,layer,cell_type,cell_subtype
28617188777,L1,glial,astrocyte
28630517398,L1,glial,astrocyte
28630592963,L1,glial,astrocyte
28689375689,L1,glial,astrocyte
28689683887,L1,glial,astrocyte
28717965429,L1,glial,astrocyte
28718024449,L1,glial,astrocyte
28732551251,L1,glial,astrocyte
28732814864,L1,glial,astrocyte
28733091954,L1,glial,astrocyte
28733267761,L1,glial,astrocyte
28747794869,L1,glial,astrocyte
28748101902,L1,glial,astrocyte
28761738147,L1,glial,astrocyte
28761798014,L1,glial,astrocyte
28762323551,L1,glial,astrocyte
28775595647,L1,glial,astrocyte
28775828480,L1,glial,astrocyte
28776237789,L1,glial,astrocyte
28806009119,L1,glial,astrocyte
28806519335,L1,glial,astrocyte
28834656860,L1,glial,astrocyte
28850017645,L1,glial,astrocyte
28851037551,L1,glial,astrocyte
28863712098,L1,glial,astrocyte
28877903499,L1,glial,astrocyte
28878284703,L1,glial,astrocyte
28878548407,L1,glial,astrocyte
28908173211,L1,glial,astrocyte
28922159945,L1,glial,astrocyte
28936162384,L1,glial,astrocyte
28936746920,L1,glial,astrocyte
28967335697,L1,glial,astrocyte
29025023971,L1,glial,astrocyte
29025855313,L1,glial,astrocyte
29039595467,L1,glial,astrocyte
29097023215,L1,glial,astrocyte
29097911977,L1,glial,astrocyte
29112338291,L1,glial,astrocyte
29126939175,L1,glial,astrocyte
29184146537,L1,glial,astrocyte
29213231812,L1,glial,astrocyte
29214369402,L1,glial,astrocyte
29229567884,L1,glial,astrocyte
29243294936,L1,glial,astrocyte
29271357832,L1,glial,astrocyte
29271780626,L1,glial,astrocyte
29287929260,L1,glial,astrocyte
29330579915,L1,glial,astrocyte
29330651980,L1,glial,astrocyte
29331629908,L1,glial,astrocyte
29345646984,L1,glial,astrocyte
29358394417,L1,glial,astrocyte
29359824875,L1,glial,astrocyte
29374615225,L1,glial,astrocyte
29403028976,L1,glial,astrocyte
29403569316,L1,glial,astrocyte
29403642031,L1,glial,astrocyte
29432363280,L1,glial,astrocyte
29432639834,L1,glial,astrocyte
29448596332,L1,glial,astrocyte
29461068729,L1,glial,astrocyte
29462439950,L1,glial,astrocyte
29490007676,L1,glial,astrocyte
29534409422,L1,glial,astrocyte
29563276537,L1,glial,astrocyte
29563451296,L1,glial,astrocyte
29563640840,L1,glial,astrocyte
29591864919,L1,glial,astrocyte
29593046414,L1,glial,astrocyte
29593585904,L1,glial,astrocyte
29607064571,L1,glial,astrocyte
29622130349,L1,glial,astrocyte
29622773746,L1,glial,astrocyte
29636295990,L1,glial,astrocyte
29666314378,L1,glial,astrocyte
